Station_name,Day_of_week,Time_slot,Weather_condition,Event_nearby,Is_holiday,Avg_passenger_count
Noida City Centre,Thursday,Evening(4PM - 8PM),Foggy,Yes,Yes,685
Karol Bagh,Saturday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,271
Botanical Garden,Saturday,Evening(4PM - 8PM),Foggy,Yes,Yes,168
Botanical Garden,Monday,Evening(4PM - 8PM),Clear,No,Yes,578
Chandni Chowk,Friday,Night(9PM - 11PM),Foggy,Yes,Yes,575
Vishwavidyalaya,Thursday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,465
Botanical Garden,Friday,Afternoon(11AM - 2PM),Clear,Yes,Yes,507
Hauz Khas,Tuesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,585
New Delhi,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,683
Dwarka Sector 21,Sunday,Morning(7PM - 10 AM),Clear,Yes,No,50
Central Secretariat,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,616
Lajpat Nagar,Sunday,Evening(4PM - 8PM),Cloudy,Yes,Yes,260
Central Secretariat,Wednesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,507
Botanical Garden,Tuesday,Afternoon(11AM - 2PM),Cloudy,No,No,295
Shivaji Stadium,Monday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,530
Central Secretariat,Monday,Night(9PM - 11PM),Rainy,Yes,Yes,663
Rajiv Chowk,Friday,Night(9PM - 11PM),Clear,Yes,Yes,1006
Lajpat Nagar,Saturday,Morning(7PM - 10 AM),Clear,Yes,No,50
Central Secretariat,Friday,Morning(7PM - 10 AM),Rainy,No,Yes,631
Rohini West,Wednesday,Evening(4PM - 8PM),Clear,Yes,Yes,465
Vishwavidyalaya,Wednesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,397
Dwarka Sector 21,Monday,Night(9PM - 11PM),Foggy,Yes,Yes,630
Kashmere Gate,Sunday,Night(9PM - 11PM),Rainy,Yes,Yes,779
Lajpat Nagar,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,473
Shivaji Stadium,Monday,Night(9PM - 11PM),Clear,Yes,Yes,404
Chandni Chowk,Monday,Night(9PM - 11PM),Rainy,Yes,Yes,562
Central Secretariat,Sunday,Morning(7PM - 10 AM),Rainy,Yes,No,82
Vaishali,Sunday,Night(9PM - 11PM),Foggy,Yes,Yes,372
Mayur Vihar,Wednesday,Night(9PM - 11PM),Foggy,Yes,Yes,687
Botanical Garden,Sunday,Night(9PM - 11PM),Cloudy,Yes,Yes,190
Noida City Centre,Friday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,527
Botanical Garden,Wednesday,Evening(4PM - 8PM),Foggy,Yes,Yes,542
Dwarka Sector 21,Sunday,Morning(7PM - 10 AM),Clear,Yes,No,50
New Delhi,Saturday,Evening(4PM - 8PM),Rainy,Yes,Yes,779
Shivaji Stadium,Wednesday,Night(9PM - 11PM),Foggy,Yes,Yes,521
Yamuna Bank,Wednesday,Night(9PM - 11PM),Cloudy,Yes,Yes,556
Lajpat Nagar,Monday,Night(9PM - 11PM),Rainy,Yes,No,409
Botanical Garden,Thursday,Evening(4PM - 8PM),Cloudy,Yes,No,334
Noida City Centre,Monday,Afternoon(11AM - 2PM),Clear,Yes,No,280
Botanical Garden,Tuesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,384
Inderlok,Wednesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,428
New Delhi,Sunday,Evening(4PM - 8PM),Rainy,Yes,Yes,845
Yamuna Bank,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,187
Saket,Sunday,Morning(7PM - 10 AM),Rainy,Yes,Yes,330
Inderlok,Wednesday,Night(9PM - 11PM),Foggy,Yes,Yes,578
New Delhi,Sunday,Night(9PM - 11PM),Cloudy,Yes,Yes,704
Hauz Khas,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,500
Chandni Chowk,Wednesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,553
Lajpat Nagar,Sunday,Evening(4PM - 8PM),Foggy,Yes,No,113
Rohini West,Wednesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,677
Vaishali,Saturday,Afternoon(11AM - 2PM),Rainy,Yes,No,75
Botanical Garden,Wednesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,416
Inderlok,Tuesday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,535
MG Road,Monday,Night(9PM - 11PM),Rainy,Yes,No,331
Rajiv Chowk,Wednesday,Morning(7PM - 10 AM),Clear,No,Yes,950
Kashmere Gate,Thursday,Evening(4PM - 8PM),Clear,No,Yes,986
Yamuna Bank,Tuesday,Morning(7PM - 10 AM),Clear,Yes,Yes,531
Mayur Vihar,Friday,Night(9PM - 11PM),Cloudy,Yes,Yes,524
Botanical Garden,Saturday,Night(9PM - 11PM),Cloudy,Yes,Yes,183
Vaishali,Tuesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,534
Lajpat Nagar,Monday,Night(9PM - 11PM),Cloudy,Yes,No,434
Rohini West,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,No,109
Kashmere Gate,Sunday,Night(9PM - 11PM),Cloudy,No,Yes,741
Chandni Chowk,Tuesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,524
Saket,Friday,Evening(4PM - 8PM),Clear,Yes,No,375
Dwarka Sector 21,Sunday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,246
Hauz Khas,Saturday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,318
Lajpat Nagar,Thursday,Evening(4PM - 8PM),Foggy,Yes,Yes,583
Chandni Chowk,Friday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,545
Vaishali,Tuesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,665
Rajiv Chowk,Friday,Evening(4PM - 8PM),Foggy,Yes,Yes,1052
Rohini West,Sunday,Night(9PM - 11PM),Cloudy,Yes,Yes,224
New Delhi,Sunday,Morning(7PM - 10 AM),Clear,Yes,Yes,784
MG Road,Tuesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,683
Noida City Centre,Sunday,Night(9PM - 11PM),Rainy,Yes,Yes,253
Inderlok,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,248
MG Road,Thursday,Evening(4PM - 8PM),Foggy,Yes,Yes,629
Shivaji Stadium,Thursday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,541
Kashmere Gate,Monday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,1007
Rohini West,Thursday,Evening(4PM - 8PM),Cloudy,Yes,Yes,500
Botanical Garden,Wednesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,560
Kashmere Gate,Friday,Morning(7PM - 10 AM),Rainy,No,Yes,1245
Rajiv Chowk,Friday,Morning(7PM - 10 AM),Rainy,Yes,Yes,1069
Inderlok,Tuesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,509
Rajiv Chowk,Thursday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,1048
Yamuna Bank,Monday,Night(9PM - 11PM),Rainy,Yes,Yes,679
Hauz Khas,Sunday,Afternoon(11AM - 2PM),Clear,Yes,Yes,216
Rohini West,Monday,Evening(4PM - 8PM),Rainy,Yes,Yes,621
Dwarka Sector 21,Monday,Night(9PM - 11PM),Cloudy,Yes,Yes,506
Vaishali,Saturday,Morning(7PM - 10 AM),Clear,Yes,Yes,158
Shivaji Stadium,Sunday,Morning(7PM - 10 AM),Clear,Yes,Yes,245
Mayur Vihar,Wednesday,Night(9PM - 11PM),Clear,No,Yes,551
Rajiv Chowk,Thursday,Night(9PM - 11PM),Foggy,Yes,Yes,1164
Kashmere Gate,Sunday,Evening(4PM - 8PM),Cloudy,Yes,Yes,752
Kashmere Gate,Monday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,1052
Chandni Chowk,Sunday,Morning(7PM - 10 AM),Rainy,Yes,Yes,290
New Delhi,Wednesday,Afternoon(11AM - 2PM),Clear,Yes,No,821
New Delhi,Friday,Morning(7PM - 10 AM),Foggy,Yes,Yes,1068
Rohini West,Tuesday,Afternoon(11AM - 2PM),Rainy,Yes,No,342
Lajpat Nagar,Thursday,Morning(7PM - 10 AM),Foggy,Yes,Yes,585
Rohini West,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,507
Saket,Saturday,Evening(4PM - 8PM),Rainy,Yes,No,267
Noida City Centre,Friday,Morning(7PM - 10 AM),Clear,Yes,Yes,564
Central Secretariat,Thursday,Evening(4PM - 8PM),Clear,Yes,Yes,464
Mayur Vihar,Saturday,Morning(7PM - 10 AM),Foggy,Yes,Yes,263
Mayur Vihar,Saturday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,146
Dwarka Sector 21,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,337
Lajpat Nagar,Thursday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,580
MG Road,Thursday,Morning(7PM - 10 AM),Cloudy,Yes,No,293
Lajpat Nagar,Thursday,Evening(4PM - 8PM),Rainy,Yes,Yes,576
Lajpat Nagar,Wednesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,714
Rohini West,Saturday,Afternoon(11AM - 2PM),Rainy,Yes,No,165
Inderlok,Wednesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,550
Lajpat Nagar,Tuesday,Night(9PM - 11PM),Rainy,Yes,Yes,542
MG Road,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,660
Mayur Vihar,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,152
Vaishali,Friday,Evening(4PM - 8PM),Rainy,Yes,No,465
Rohini West,Monday,Night(9PM - 11PM),Foggy,Yes,Yes,636
Vaishali,Tuesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,453
Karol Bagh,Sunday,Night(9PM - 11PM),Clear,No,Yes,232
Shivaji Stadium,Monday,Afternoon(11AM - 2PM),Clear,Yes,Yes,520
Mayur Vihar,Monday,Night(9PM - 11PM),Rainy,Yes,Yes,520
MG Road,Thursday,Night(9PM - 11PM),Foggy,Yes,Yes,600
Lajpat Nagar,Friday,Evening(4PM - 8PM),Clear,Yes,Yes,482
Saket,Monday,Night(9PM - 11PM),Rainy,Yes,Yes,618
Rohini West,Saturday,Evening(4PM - 8PM),Foggy,Yes,Yes,291
Mayur Vihar,Sunday,Morning(7PM - 10 AM),Clear,Yes,Yes,218
Shivaji Stadium,Monday,Afternoon(11AM - 2PM),Clear,Yes,Yes,469
Noida City Centre,Tuesday,Evening(4PM - 8PM),Rainy,Yes,Yes,594
Mayur Vihar,Friday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,533
New Delhi,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,1079
Inderlok,Monday,Afternoon(11AM - 2PM),Clear,No,Yes,478
Botanical Garden,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,528
MG Road,Tuesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,603
Karol Bagh,Sunday,Morning(7PM - 10 AM),Clear,Yes,Yes,280
MG Road,Tuesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,464
Dwarka Sector 21,Tuesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,658
Hauz Khas,Saturday,Morning(7PM - 10 AM),Foggy,Yes,Yes,314
MG Road,Thursday,Morning(7PM - 10 AM),Clear,Yes,No,201
Mayur Vihar,Monday,Night(9PM - 11PM),Clear,Yes,Yes,623
Dwarka Sector 21,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,154
Botanical Garden,Friday,Night(9PM - 11PM),Cloudy,Yes,Yes,501
Rohini West,Tuesday,Night(9PM - 11PM),Foggy,Yes,Yes,619
Dwarka Sector 21,Monday,Afternoon(11AM - 2PM),Rainy,Yes,No,398
Yamuna Bank,Sunday,Morning(7PM - 10 AM),Clear,Yes,No,50
Karol Bagh,Sunday,Night(9PM - 11PM),Clear,Yes,Yes,261
Rajiv Chowk,Monday,Night(9PM - 11PM),Rainy,Yes,Yes,1054
Kashmere Gate,Thursday,Evening(4PM - 8PM),Foggy,Yes,Yes,1088
Vaishali,Saturday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,166
Vaishali,Friday,Night(9PM - 11PM),Foggy,Yes,Yes,566
Rohini West,Saturday,Afternoon(11AM - 2PM),Rainy,Yes,No,105
Inderlok,Sunday,Afternoon(11AM - 2PM),Clear,Yes,Yes,249
Noida City Centre,Friday,Night(9PM - 11PM),Cloudy,No,No,219
MG Road,Sunday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,292
Noida City Centre,Tuesday,Morning(7PM - 10 AM),Clear,No,Yes,457
Central Secretariat,Tuesday,Night(9PM - 11PM),Foggy,Yes,Yes,631
New Delhi,Monday,Night(9PM - 11PM),Cloudy,Yes,Yes,1026
Dwarka Sector 21,Friday,Night(9PM - 11PM),Clear,No,Yes,549
Botanical Garden,Friday,Evening(4PM - 8PM),Clear,Yes,Yes,437
New Delhi,Sunday,Evening(4PM - 8PM),Clear,Yes,Yes,717
MG Road,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,196
Mayur Vihar,Tuesday,Evening(4PM - 8PM),Clear,Yes,Yes,416
Chandni Chowk,Wednesday,Night(9PM - 11PM),Foggy,Yes,Yes,524
Botanical Garden,Monday,Morning(7PM - 10 AM),Rainy,Yes,Yes,577
Shivaji Stadium,Friday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,500
Lajpat Nagar,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,660
Rohini West,Thursday,Night(9PM - 11PM),Cloudy,Yes,Yes,484
Central Secretariat,Wednesday,Morning(7PM - 10 AM),Clear,Yes,No,318
MG Road,Tuesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,604
Yamuna Bank,Tuesday,Morning(7PM - 10 AM),Clear,No,No,253
Noida City Centre,Tuesday,Night(9PM - 11PM),Foggy,Yes,Yes,576
Botanical Garden,Saturday,Evening(4PM - 8PM),Foggy,Yes,Yes,301
MG Road,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,138
Saket,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,528
Lajpat Nagar,Tuesday,Afternoon(11AM - 2PM),Clear,Yes,No,372
Vishwavidyalaya,Thursday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,680
MG Road,Wednesday,Evening(4PM - 8PM),Rainy,No,Yes,634
Inderlok,Monday,Morning(7PM - 10 AM),Clear,Yes,Yes,516
Mayur Vihar,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,107
Rajiv Chowk,Saturday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,749
Central Secretariat,Friday,Morning(7PM - 10 AM),Clear,Yes,Yes,431
Botanical Garden,Wednesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,476
Botanical Garden,Sunday,Morning(7PM - 10 AM),Clear,Yes,Yes,238
Kashmere Gate,Thursday,Evening(4PM - 8PM),Foggy,Yes,Yes,1113
Yamuna Bank,Wednesday,Evening(4PM - 8PM),Cloudy,No,Yes,518
Kashmere Gate,Friday,Night(9PM - 11PM),Clear,Yes,Yes,1023
Shivaji Stadium,Sunday,Night(9PM - 11PM),Clear,Yes,Yes,162
Botanical Garden,Saturday,Night(9PM - 11PM),Clear,Yes,Yes,188
Rohini West,Monday,Morning(7PM - 10 AM),Rainy,Yes,Yes,610
Lajpat Nagar,Friday,Evening(4PM - 8PM),Clear,Yes,Yes,555
Inderlok,Sunday,Evening(4PM - 8PM),Foggy,Yes,Yes,293
Botanical Garden,Saturday,Evening(4PM - 8PM),Foggy,Yes,No,88
Mayur Vihar,Thursday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,430
Dwarka Sector 21,Friday,Morning(7PM - 10 AM),Clear,Yes,Yes,459
Karol Bagh,Wednesday,Morning(7PM - 10 AM),Clear,No,Yes,511
Inderlok,Tuesday,Night(9PM - 11PM),Clear,Yes,Yes,491
Rohini West,Wednesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,526
Dwarka Sector 21,Thursday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,525
Karol Bagh,Sunday,Evening(4PM - 8PM),Rainy,Yes,Yes,246
Noida City Centre,Monday,Night(9PM - 11PM),Clear,Yes,Yes,485
Yamuna Bank,Friday,Morning(7PM - 10 AM),Rainy,Yes,Yes,648
Vishwavidyalaya,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,No,50
Yamuna Bank,Monday,Evening(4PM - 8PM),Foggy,Yes,Yes,551
Saket,Thursday,Morning(7PM - 10 AM),Clear,Yes,No,264
Karol Bagh,Friday,Evening(4PM - 8PM),Rainy,Yes,No,424
Karol Bagh,Saturday,Morning(7PM - 10 AM),Clear,Yes,Yes,216
Noida City Centre,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,165
Shivaji Stadium,Sunday,Morning(7PM - 10 AM),Foggy,Yes,Yes,184
Vishwavidyalaya,Wednesday,Night(9PM - 11PM),Foggy,Yes,No,415
Dwarka Sector 21,Sunday,Morning(7PM - 10 AM),Rainy,Yes,Yes,282
Rohini West,Wednesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,686
Rajiv Chowk,Thursday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,982
Rajiv Chowk,Saturday,Evening(4PM - 8PM),Clear,Yes,No,498
New Delhi,Friday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,1089
Hauz Khas,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,321
Central Secretariat,Wednesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,619
Yamuna Bank,Sunday,Night(9PM - 11PM),Rainy,Yes,Yes,244
Central Secretariat,Thursday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,433
MG Road,Saturday,Night(9PM - 11PM),Foggy,Yes,Yes,355
Central Secretariat,Thursday,Morning(7PM - 10 AM),Foggy,Yes,Yes,576
Rajiv Chowk,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,727
Noida City Centre,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,282
Vishwavidyalaya,Monday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,506
Saket,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,369
Kashmere Gate,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,739
Vaishali,Wednesday,Night(9PM - 11PM),Cloudy,Yes,Yes,527
Mayur Vihar,Sunday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,252
Central Secretariat,Friday,Evening(4PM - 8PM),Cloudy,Yes,No,335
Vishwavidyalaya,Wednesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,513
Rohini West,Wednesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,564
MG Road,Wednesday,Night(9PM - 11PM),Cloudy,Yes,Yes,486
Botanical Garden,Thursday,Evening(4PM - 8PM),Foggy,No,Yes,596
Vishwavidyalaya,Tuesday,Night(9PM - 11PM),Clear,Yes,Yes,470
Shivaji Stadium,Tuesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,615
Kashmere Gate,Monday,Afternoon(11AM - 2PM),Clear,Yes,Yes,1043
Inderlok,Wednesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,476
Central Secretariat,Tuesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,594
Chandni Chowk,Monday,Morning(7PM - 10 AM),Clear,Yes,Yes,494
Yamuna Bank,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,541
Noida City Centre,Wednesday,Night(9PM - 11PM),Rainy,No,Yes,609
Shivaji Stadium,Friday,Morning(7PM - 10 AM),Rainy,Yes,Yes,651
Botanical Garden,Thursday,Evening(4PM - 8PM),Foggy,Yes,No,367
Shivaji Stadium,Monday,Night(9PM - 11PM),Rainy,Yes,No,399
Noida City Centre,Thursday,Night(9PM - 11PM),Cloudy,Yes,Yes,528
Saket,Friday,Afternoon(11AM - 2PM),Clear,Yes,No,335
Central Secretariat,Thursday,Night(9PM - 11PM),Rainy,Yes,No,381
MG Road,Monday,Night(9PM - 11PM),Foggy,Yes,No,398
Hauz Khas,Friday,Evening(4PM - 8PM),Rainy,No,Yes,558
New Delhi,Friday,Night(9PM - 11PM),Clear,Yes,No,703
New Delhi,Thursday,Evening(4PM - 8PM),Rainy,Yes,Yes,1084
Central Secretariat,Friday,Afternoon(11AM - 2PM),Clear,Yes,No,284
Vishwavidyalaya,Sunday,Morning(7PM - 10 AM),Rainy,Yes,Yes,279
Noida City Centre,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,No,345
Rajiv Chowk,Wednesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,1028
Lajpat Nagar,Friday,Evening(4PM - 8PM),Foggy,Yes,Yes,634
Dwarka Sector 21,Thursday,Night(9PM - 11PM),Rainy,Yes,No,396
Dwarka Sector 21,Wednesday,Night(9PM - 11PM),Clear,Yes,Yes,459
New Delhi,Friday,Morning(7PM - 10 AM),Foggy,Yes,Yes,1071
Vaishali,Wednesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,498
Mayur Vihar,Saturday,Evening(4PM - 8PM),Cloudy,Yes,No,50
Chandni Chowk,Friday,Afternoon(11AM - 2PM),Clear,Yes,No,233
Vishwavidyalaya,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,272
Chandni Chowk,Monday,Afternoon(11AM - 2PM),Foggy,Yes,No,407
Karol Bagh,Monday,Night(9PM - 11PM),Foggy,Yes,Yes,637
Rajiv Chowk,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,933
Karol Bagh,Tuesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,563
Chandni Chowk,Saturday,Night(9PM - 11PM),Clear,Yes,Yes,83
New Delhi,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,765
Noida City Centre,Monday,Evening(4PM - 8PM),Rainy,Yes,Yes,544
Saket,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,224
New Delhi,Tuesday,Night(9PM - 11PM),Foggy,Yes,Yes,1171
Rajiv Chowk,Wednesday,Morning(7PM - 10 AM),Clear,Yes,Yes,1070
MG Road,Wednesday,Evening(4PM - 8PM),Foggy,Yes,No,309
Inderlok,Tuesday,Night(9PM - 11PM),Clear,Yes,Yes,550
Hauz Khas,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,340
Rohini West,Saturday,Night(9PM - 11PM),Rainy,Yes,Yes,348
Noida City Centre,Saturday,Afternoon(11AM - 2PM),Clear,Yes,No,50
New Delhi,Sunday,Night(9PM - 11PM),Clear,Yes,Yes,670
Vishwavidyalaya,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,415
Kashmere Gate,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,1076
Noida City Centre,Tuesday,Evening(4PM - 8PM),Cloudy,Yes,No,340
MG Road,Tuesday,Night(9PM - 11PM),Clear,Yes,No,397
Vishwavidyalaya,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,No,50
New Delhi,Tuesday,Night(9PM - 11PM),Clear,Yes,Yes,1020
Dwarka Sector 21,Tuesday,Night(9PM - 11PM),Foggy,Yes,Yes,574
Chandni Chowk,Sunday,Evening(4PM - 8PM),Rainy,Yes,No,72
Rajiv Chowk,Tuesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,1021
New Delhi,Saturday,Night(9PM - 11PM),Cloudy,Yes,Yes,694
MG Road,Sunday,Evening(4PM - 8PM),Rainy,Yes,Yes,328
Central Secretariat,Thursday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,493
Vishwavidyalaya,Monday,Night(9PM - 11PM),Clear,Yes,Yes,572
Central Secretariat,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,249
Yamuna Bank,Saturday,Night(9PM - 11PM),Clear,No,Yes,157
Hauz Khas,Friday,Evening(4PM - 8PM),Cloudy,Yes,Yes,538
Hauz Khas,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,312
New Delhi,Monday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,963
Dwarka Sector 21,Tuesday,Night(9PM - 11PM),Cloudy,No,No,403
Karol Bagh,Monday,Afternoon(11AM - 2PM),Clear,Yes,Yes,515
Shivaji Stadium,Thursday,Afternoon(11AM - 2PM),Rainy,No,Yes,617
Botanical Garden,Wednesday,Evening(4PM - 8PM),Foggy,Yes,Yes,639
Noida City Centre,Saturday,Night(9PM - 11PM),Rainy,Yes,Yes,328
Mayur Vihar,Sunday,Evening(4PM - 8PM),Clear,Yes,Yes,249
Yamuna Bank,Sunday,Evening(4PM - 8PM),Foggy,Yes,Yes,238
Saket,Monday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,570
Lajpat Nagar,Friday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,619
Chandni Chowk,Thursday,Evening(4PM - 8PM),Rainy,Yes,Yes,612
Chandni Chowk,Wednesday,Evening(4PM - 8PM),Rainy,Yes,Yes,562
Karol Bagh,Thursday,Evening(4PM - 8PM),Cloudy,Yes,Yes,454
Karol Bagh,Sunday,Afternoon(11AM - 2PM),Clear,Yes,Yes,153
Noida City Centre,Tuesday,Afternoon(11AM - 2PM),Cloudy,Yes,No,275
Inderlok,Wednesday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,502
Noida City Centre,Sunday,Night(9PM - 11PM),Clear,Yes,Yes,132
Inderlok,Friday,Evening(4PM - 8PM),Clear,Yes,Yes,588
Kashmere Gate,Wednesday,Afternoon(11AM - 2PM),Cloudy,Yes,No,825
Mayur Vihar,Sunday,Evening(4PM - 8PM),Clear,Yes,Yes,147
Karol Bagh,Friday,Night(9PM - 11PM),Rainy,Yes,Yes,648
Inderlok,Tuesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,574
Kashmere Gate,Friday,Night(9PM - 11PM),Clear,Yes,Yes,961
Dwarka Sector 21,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,664
New Delhi,Monday,Afternoon(11AM - 2PM),Rainy,No,Yes,1067
Inderlok,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,502
Dwarka Sector 21,Sunday,Evening(4PM - 8PM),Cloudy,Yes,Yes,245
Lajpat Nagar,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,259
Mayur Vihar,Saturday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,312
Kashmere Gate,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,913
Vaishali,Wednesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,446
Vaishali,Tuesday,Night(9PM - 11PM),Clear,Yes,Yes,572
Rohini West,Saturday,Night(9PM - 11PM),Foggy,Yes,Yes,343
Inderlok,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,232
Central Secretariat,Saturday,Evening(4PM - 8PM),Rainy,Yes,No,63
Mayur Vihar,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,149
Kashmere Gate,Monday,Night(9PM - 11PM),Rainy,Yes,Yes,1029
Lajpat Nagar,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,573
Vaishali,Wednesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,618
Shivaji Stadium,Sunday,Morning(7PM - 10 AM),Foggy,Yes,No,172
Lajpat Nagar,Tuesday,Night(9PM - 11PM),Rainy,Yes,Yes,594
Kashmere Gate,Sunday,Evening(4PM - 8PM),Cloudy,Yes,Yes,698
Shivaji Stadium,Monday,Morning(7PM - 10 AM),Rainy,Yes,Yes,646
Saket,Sunday,Morning(7PM - 10 AM),Clear,Yes,Yes,175
